Java ScriptEngine : using value on Java side ?	^ ^ , V N P ^ N ,
It sounds like EASA might meet your needs . It's a codeless app development tool in use at companies like Zurich , GE , HP . You may like to have a look at http://www.easasoftware.com/spreadsheets . Hope this helps .	O V P ^ V V D N , L D A N N N P V P N P ^ , ^ , ^ , O V V P V D V P U , V D V ,
Here you can download GelSheet an opensource web based spreadsheet . It is written on PHP / MySql / Javascript You can contact the developers at sourceforege project page for any customizations It's the best solution I found and I'm using it as a part of a personal project .	R O V V ^ D N N V N , O V V P ^ , ^ , ^ O V V D N P ^ N N P D N L D A N O V & L V O P D N P D A N ,
Scripting in Java	V P ^
Me and some friends are writing a MORPG in Java , and we would like to use a scripting language to , eg . to create quests . We have non experience with scripting in Java . We have used Python , but we are very inexperienced with it . One of us also have used Javascript . What scripting language should we use ? What scripting language should we not use ?	O & D N V V D ^ P ^ , & O V V P V D N N P , G , P V N , O V A N P V P ^ , O V V ^ , & O V R A P O , O P O R V V ^ , O V N V O V , O V N V O R V ,
How about Jython ? http://www.jython.org/Project /	R P ^ , U G
I agree with Viktor's Jython suggestion . Other than that and JavaScript ( which you've mentioned , and is built into Java 6+ via the javax.script package ) , Groovy and JRuby are also worth looking at too . By the way , you should look at Wyvern , also an MMORPG written in Java and using Jython for scripting . Steve Yegge , its author , has much to say about it from time to time . :-)	O V P ^ ^ N , A P D & ^ , D L V , & V V P ^ $ P D ^ N , , ^ & ^ V R V V P R , P D N , O V V P ^ , R D ^ V P ^ & V ^ P V , ^ ^ , L N , V R P V P O P N P N , E
Java supports a variety of ( scripting ) languages , some are listed in Wikipedia here and here . You probably should choose language with powerful DSL and metaprogramming capabilities , such as Clojure . But if you need something simpler , JavaScript might be a viable alternative .	^ V D N P , N , N , D V V P ^ R & R , O R V V N P A ^ & N N , A P ^ , & P O V N R , ^ V V D A N ,
See Java : Scripting language ( macro ) to embed into a Java desktop application	V ^ , V N , N , P V P D ^ A N
You have quite a few options : Groovy - http://groovy.codehaus.org Jython - http://www.jython.org/Project JRuby - http://jruby.codehaus.org Possibly even BeanShell ( http://www.beanshell.org ) I'm a fan of Python myself so I'd recommend Jython , but they're probably all reasonable options .	O V R D A N , ^ , U ^ , U ^ , U R R ^ , U , L D N P ^ O P L V ^ , & L R R A N ,
what about creating your own specialized scripting language ? If your app is written with java , you can use ANTLR ( http://www.antlr.org ) to create your language parsing code . The reason I say this is because a general purpose scripting language may provide too much power ( because the script it to be used for quests only i assume ) . But if making your own language is too hard then any of the above suggestions works - you just have to figure out how to bind the game's runtime into the script . I also suggest Lua ( http://www.lua.org ) as another choice that lots of games use .	O P V D N A N N , P D N V V P ^ , O V V ^ , U , P V D N N N , D N O V D V P D A N V N V V R A N , P D N O P V V P G A O V , , & P V D A N V R R R R P D A N V , O R V P V T R P V D S N P D N , O R V ^ , U , P A N D N P N V ,
I am a big fan of Python / Jython due to the clean syntax - which may suit you if you have some python experience . Otherwise Groovy which is based on Java syntax and may be an easier learning curve if most of your developers are Java guys . It also has the advantage of closer ties with the Java language and libraries . Beanshell is good if you have simple scripting in mind - it doesn't support classes . However I don't think it has had any support over the last few years ( the JSR seemed to kill it off ... ) so is perhaps a bad choice if support is important to you .	O V D A N P ^ , ^ A P D A N , O V V O P O V D ^ N , R ^ O V V P ^ N & V V D A N N P R P D N V ^ N , O R V D N P A N P D ^ N & N , ^ V A P O V A N P N , O V V N , R O V V O V V D N P D A A N , D ^ V P V O T , , P V R D A N P N V A P O ,
I would have to recommend Javascript for this purpose . Mozilla Rhino http://www.mozilla.org/rhino is an excellent implementation that would fit your needs perfectly . I recommend Javascript over Jython or JRuby because of familiarity . Trivial Javascript follows a very familiar syntax that anybody can use . However if someone wants to do something more intense , Javascript is a very powerful functional programming language . I regularly use Groovy and Ruby professionally and believe that their purpose is best for writing parts of applications with particularly complex logic where Java is cumbersome to write . Javascript is a much better choice as an embedded , general scripting language to use in a game . I haven't used Python , but it's syntactically similar to Ruby and I would believe it's purpose would also be similar .	O V V P V ^ P D N , ^ ^ U V D A N P V V D N R , O V ^ P ^ & ^ P P N , A ^ V D R A N D N V V , R P O V P V N R A , ^ V D R A A N N , O R V ^ & ^ R & V P D N V A P V N P N P R A N R ^ V A P V , ^ V D R A N P D A , A N N P V P D N , O V V ^ , & L R A P ^ & O V V L N V R V A ,
If you were to start from scratch in 2012 would you approach the " glue components together " differently ?	P O V P V P N P $ V O V D , V N R , R ,
There is one good reason for including a scripting language , namely where you need to be able to add new functionality ( which hence cannot be configured ) without redeployment .	X V $ A N P V D N N , R R O V P V A P V A N , D R V V A , P N ,
But Java has support for ( re- ) loading classes , and using some thought and reflection will take you a long way . If necessary .	& ^ V V P G G G V N , & V D N & N V V O D A N , P A ,
You still need to compile the revised Java classes .	O R V P V D A ^ N ,
Compiling should an be infinitesimal issue compared to incorporating a scripting language , in all the ways I can think of .	N V D V A N V P V D N N , P X D N O V V P ,
LuaJ seems to be a nice way to embed Lua into Java : http://sourceforge.net/projects/luaj /	^ V P V D A N P V ^ P ^ , U G
Wicket + Javascript	^ & ^
I'm wrapping up a Javascript widget in a Wicket component . I want to let the JS side talk to the component . What I've got so far : Component in question goes like in constructor and then , later on , puts something like into the JS . where GridAjaxBehavior extends AbstractDefaultAjaxBehavior . I want GridAjaxBehavior to spit back some XML when the JS calls it . Am I doing this the right way ? What should GridAjaxBehaviour do to spit back the XML ? Thanks	L V T D ^ N P D ^ N , O V P V D ^ N V P D N , O L V R R , N P N V V P ^ & R , R P , V N V P D ^ , R ^ V ^ , O V ^ P V T D ^ R D ^ V O , V O V D D A N , O V ^ V P V T D ^ , !
FYI , there's an error in your javascript emit . You're missing the right hand paren and semicolon , but you're also missing quotes around the supplied string . ... new talker ( "" + this.talker.getCallbackURL() + " ") ; " ; or something like that .	G , Y D N P D ^ G , L V D A N N & N , & L R A N P D A N , G G G G G G ^ G G G G G , & N P O ,
PSA : Wicket ~= a Java Framework . http://wicket.apache.org/introduction.html	^ , ^ G D ^ N , U
please show a link to GridAjaxBehavior - i know wicket a bit , but GridAjaxBehavior is new to me . is this a custom developed behavior	V V D N P ^ , O V ^ D N , & ^ V A P O , V D D A A N
I don't really know what Wicket is or what it does , but there is a minor bug in your code ( as it appears ) . This : " var MyGridTalker = new talker ( " + this.talker.getCallbackUrl() ; You seem to be missing your end parens : " var MyGridTalker = new talker ( " + this.talker.getCallbackUrl() + ")" ; Anyway , not a big deal , but didn't know if it was intentional .	O V R V D ^ V & O O V , & R V D A N P D N , P O V , , D , , G G = G G G G G G , O V P V V D N N , , G G = G G , G G G G G , R , R D A N , & V V P O V A ,
Write a Servlet that Talks to JMS ( ActiveMQ ) and OnMessage Update the Site	V D N P V P ^ , ^ , & ^ N D N
I am building a site that uses a simple AJAX Servlet to talk JMS ( ActiveMQ ) and when a message arrives from the topic to update the site . I have Javascript that creates an XMLHttpRequest for data . The Servlet processes the Get Request and sends back JSON . However I have no idea how to connect my Servlet into my ActiveMQ Message Broker . It just sends back dummy data right now . I am thinking the Servelt should implement the messagelistener . Then onMessage send data to the JavaScript page . But I'm not sure how to do this .	O V V D N P V D A ^ ^ P V ^ , ^ , & R D N V P D N P V D N , O V ^ O V D ^ P N , D ^ V D N N & V T ^ , R O V D N R P V D ^ P D ^ N ^ , O R V R A N R R , O V V D G V V D ^ , R ^ V N P D ^ N , & L R R R P V D ,
You probably need to get a JMS connection from JNDI , like this :	O R V P V D ^ N P ^ , P D ,
Okay ... this is a good way to connect to my Topic , thanks . I already have code like this is another Java Client . But I want the Servelt to implement the messagelistener . Then onMessage send data to the Javascript page .	A , O V D A N P V P D N , N , O R A N P D V D ^ N , & O V D G P V D ^ , R ^ V N P D ^ N ,
The problem with having a servlet implement MessageListener is that servlets are synchronous and MessageListeners are asynchronous . Instead you should create some other object to act as the MessageListener and update some state somewhere ( possibly a database or a JMX MBean or a Stateful Session EJB ) when messages come in . Then the servlet can query that state to see if there's data to report back to the client , and your web page can periodically ping the servlet to ask for fresh data .	D N P V D N V ^ V D N V A & ^ V A , R O V V D A N P V P D ^ & V D N R , R D N & D ^ ^ & D A N ^ , O N V T , R D N V N D N P V P Y N P V R P D N , & D N N V R V D N P V P A N ,
Thanks jodonnell .. I have never wrote a JMX MBean or Stateful Session EJB but after a quick google search I think this is the right path to look down . Thanks for the help .	N ^ , O V R V D ^ ^ ^ A N ^ & P D A ^ V O V D V D A N P V T , N P D N ,
Have you tried reading the answers for this question which links to the ActiveMQ Ajax support . Basically ActiveMQ has native support for Ajax so you can use its JavaScript library to directly subscribe from an ActiveMQ topic . Also see the ActiveMQ web samples which show how to do things like real time chat or real time stock portfolio screens using Ajax with ActiveMQ	V O V V D N P D N D N P D ^ ^ N , R ^ V A N P ^ P O V V L ^ N P R V P D ^ N , R V D ^ N N D V R P V N R A N N & A N N N N V ^ P ^
As James Strachan says - http://activemq.apache.org/ajax.html is an ideal out-of-the-box solution for your problem . If you still want to create such solution manually you can just create JMS connection in your Ajax servlet ( connection per request ) . Consider using Spring JMS template for that reason ( http://static.springsource.org/spring/docs/2.5.x/reference/jms.html ) . Then just receive the message in the Servlet doGet / doPost method . Consider low timeout value for receiving in that case . Such solution will work for the Queues and durable Topics . For non-durable Topics consider external message listener . Spring MessageListenerContainer is an excellent tool for that purpose : Bean lastTenUpdatesCache will be a singleton bean implementing MesssageListener . This bean would be responsible for caching last ten messages ( just putting it into a java.util list ) . It will be injected into your Ajax servlet so in your doGet / doPost method you can ask it about last 10 messages sent to the topic .	P ^ ^ V G U V D A N N P D N , P O R V P V A N R O V R V ^ N P D ^ N , N P N , , V V ^ ^ N P D N , U , , R R V D N P D N N , N N , V A N N P V P D N , A N V V P D N & A N , P A N V A N N , ^ ^ V D A N P D N , ^ ^ V V D ^ N V ^ , D N V V A P V A $ N , R V O P D ^ N , , O V V V P D ^ N R P D N , N N O V V O R A $ N V P D N ,
Integration of JavaScript and JMS	N P ^ & ^
Where can I find a guide for integrating JavaScript and JMS ( Java Messaging Service ) ? I would like a best practice or established technology that allows me to directly or indirectly receive messages from a topic and update a site based on the message . I was thinking of creating two components , a servlet for the Web module , and an MDB ( Message-Driven Bean ) for the EJB module . The web client will comsume messages from the JMS topic , and the MDB will handle the onMessage . Does this sound correct ? Have you seen any examples ? Edit : I am using ActiveMQ for the JMS .	R V O V D N P V ^ & ^ , ^ V N , , O V P D A N & V N O V O P R & R V N P D N & V D N V P D N , O V V P V $ N , D N P D ^ N , & D ^ , ^ ^ , P D ^ N , D N N V V N P D ^ N , & D ^ V V D ^ , V D V A , V O V D N , N , O V V ^ P D ^ ,
I would try using DWR to integrate JavaScript with your Java app . It makes Java to JavaScript communication transparent and only requires one servlet + configuration of what to expose . I haven t done this with JMS , but it should work the same . There are three technologies that together solve all my integration problems , Spring , Mule , and DWR .	O V V V ^ P V ^ P D ^ N , O V ^ P ^ N A & R V $ N & N P O P V , O G G V D P ^ , & O V V D A , X V $ N P R V X D N N , ^ , ^ , & ^ ,
I'll second DWR - excellent ( and painless ! ) to integrate any server-side based Java and JavaScript on the client front-end	L A ^ , A , & A , , P V D N V ^ & ^ P D N A
You'll find some references to the Dojo / Bayeux approach here http://www.pathf.com/blogs/2006/08/bayeux_a_json_p If you're using WebSphere 6.0 or higher then the Web 2.0 Feature Pack includes an implementation .	L V D N P D ^ , ^ N R U P L V ^ $ & R R D ^ $ N N V D N ,
I think this is your answer . Looks like it is baked in to ActieMQ . I tried the examples and they seem to work . http://activemq.apache.org/ajax.html	O V D V D N , V P O V V P P ^ , O V D N & O V P N , U
I was able to get the examples to work on Version 5.0 of ActiveMQ . However they have trouble running in 5.1 . Which version of ActiveMQ are you running ?	O V A P V D N P N P N $ P ^ , R O V N V P $ , D N P ^ V O V ,
We did have a lot of problems with this servlet , and we did abandon it completely ...	O V V D N P N P D N , & O V V O R ,
The Seam framework supports subscription to JMS topics from a JavaScript based client : http://docs.jboss.com/seam/2.0.2.GA/reference/en-US/html/remoting.html#d0e14169	D ^ N V N P ^ N P D ^ V N , U
How to conduct blackbox testing on an AJAX application ?	R P V N V P D ^ N ,
What's the best , crossplatform way to perform blackbox tests on AJAX web applications ? Ideally , the solution should have the following attributes : Able to integrate into a continuous integration build loop Cross platform so I you can run it on Windows laptops and Linux continuous integration servers Easy way to script the interactions Free-as-in-freedom so you can adapt it into your tool chain if necessary I've looked into HttpUnit but I'm not conviced it can handle AJAX-heavy websites .	L D A , A N P V N N P ^ N N , R , D N V V D N N , A P V P D A N V N N N P O O V V O P ^ N & ^ A N N A N P N D N G P O V V O P D N N P A L V P ^ & L R G O V V ^ N ,
Selenium might be what you're looking for : http://selenium.openqa.org It allows you to script actions and evaluate the results . It's open-source ( Apache 2.0 ) , cross platform , and has nice tools .	^ V V O L V P , U O V O P V N & V D N , L A , ^ $ , , N N , & V A N ,
I have used Selenium for exactly this task , but found it to be brittle . Check out this talk by two Googlers : Does my button look big in this ? Building testable AJAX applications They isolate the testable javascript ( non DOM-interaction ) and test that using the Rhino javascript engine .	O V V ^ P R D N , & V O P V A , V T D N P $ ^ , V D N V A P D , V A ^ N O V D A ^ , A ^ , & V O V D ^ ^ N ,
What is the best way to use Ext JS as part of Java / Spring / Hibernate based web application ?	O V D A N P V ^ ^ P N P ^ , ^ , ^ V N N ,
We want to try Ext JS on new project . Is there any well-known best practice for integrating Ext JS with server side Java ( Spring / Hibernate / JS ) application ? Is DWR a good choice for that ?	O V P V ^ ^ P A N , V R D A A N P V ^ ^ P N N ^ , ^ , ^ , ^ , N , V P D A N P O ,
It's perfectly fine to build your application using Ext JS / DWR / Spring / Hibernate .	L R A P V D N V ^ ^ , ^ , ^ , ^ ,
Yes it's possible . I've done the same thing with . NET : UI in ext-JS which communicates with the server trough JSON . In . NET world you can use DataContractSerializer ( class from WCF ) or JavascriptSerializer ( ASP.NET ) I'm sure that there's several good JSON Serializer in the Java world too . I used Jabsorb ( but not enough to give you a solid feedback ) . It appears that other people have tried : [ link text][2 ] [ 2 ]: http://extjs.com/forum/showthread.php?t=30759 forum ext-js	N L A , L V D A N P , ^ , ^ P ^ D V P D N G ^ , P , ^ N O V V ^ , N P ^ , & ^ , ^ , L A P Y A A ^ A P D ^ N R , O V ^ , & R A P V O D A N , , O V D A N V V , , N G , , $ , U G G
In our application we subclass Ext.data.DataProxy like this : You use it with a store like so : Our actual proxy class has some additional debug and error handling code that I left out for simplicity . You may also need to manipulate your data slightly so that the Ext.data.JsonReader can handle it , but that's the basic idea . SomeService is the JavaScript name you specified for whatever bean you exposed in dwr.xml ( or your Spring config ) .	P D N O N ^ P D , O V O P D N V R , D A N N V D A N & N V N P O V T P N , O V R V P V D N R R P D ^ V V O , & L D A N , ^ V D ^ N O V P D N O V P ^ , & D ^ N , ,
My team has been using Ext with DWR for almost year a year , and have had nothing but good things to say . If you take this approach , you will end up using DWR's generated JavaScript classes for making your requests to the server . This will often be done in place of using the Ext.Ajax and Ext.data.Connection classes . When you use a class that require an Ext.data.Store ( e.g. grip , combo box , etc . ) and you want to fetch data from the server , you will need to use a proxy that can link in with DWR . The user-community provided Ext.ux.data.DWRProxy has worked flawlessly for us : http://extjs.com/forum/showthread.php?t=23884 .	D N V V V ^ P ^ P R A D N , & V V A & A N P V , P O V D N , O V N T V Z V ^ N P V D N P D N , D V R V V P N P V D ^ & ^ N , R O V D N P V D ^ , G N , N N , G , , & O V P V N P D N , O V V P V D N O V N P P ^ , D N V ^ V V R P O , U ,
Just wanted to report that we are doing this now and it works quite good . We also are using DWRProxy just like suggested .	R V P V P O V V D R & O V R A , O R V V ^ R P V ,
Take a look at Grails , it plays well together with ExtJS .	V D V P ^ , O V R R P ^ ,
How can you run Javascript using Rhino for Java in a sandbox ?	R V O V ^ V ^ P ^ P D ^ ,
Part of our java application needs to run javascript that is written by non-developers . These non-developers are using javascript for data formatting . ( Simple logic and string concatenation mostly ) . My question is how can I setup the execution of these scripts to make sure scripting errors don't have a major negative impact on the rest of the application . Need to guard against infinite loops Guard against spawning new threads . Limit access to services and environment File system ( Example : If a disgruntled script writer decided to delete files ) Database ( Same thing delete database records ) Basically I need to setup the javascript scope to only include exactly what they need and no more .	N P D ^ N V P V ^ O V V P N , O N V V ^ P N V , , A N & N N R , , D N V R V O V D N P D N P V A V N V V D A A N P D N P D N , V P V P A N N P V A N , V N P N & N N N , N , P D A N N V P V N , N , A N V N N , R O V P N D ^ N P A V R O O V & D A ,
Do you mean to say ( Javascript using Rhino ) for ( Java in a sandbox ) , or ( Javascript using ( Rhino for Java )) ( in a sandbox ) ?	V O V P V , ^ V ^ , P , ^ P D ^ , , & , ^ V , ^ P ^ , , P D ^ , ,
Javascript is single-threaded and can't access the filesystem , so I don't think you have to worry about those . I'm not sure if there's a way to set a timeout to guard against infinite loops , but you could always spawn a ( Java ) thread that executes the script , and then kill the thread after so much time .	^ V A & V V D N , P O V V O V P V P O , L R A P Y D N P V D N P V P A N , & O V R V D , ^ , N O V D N , & R V D N P R A N ,
Rhino has a threading library available to it ( java.lang.Thread ! ) , and can access the file system .	^ V D V N R P O , ^ , , , & V V D N N ,
To guard against infinite loops , you'd need to put it in a separate process so that it could be killed . To guard against creating threads , you'd need to extend SecurityManager ( the default implementation allows untrusted code to access non-root thread groups ) . Java security does allow you to prevent access to the file system . For database restrictions , you might be able to use the standard SQL user security , but that is quite weak . Otherwise , you need to provide an API that enforces your restrictions . Edit : I should point out that the version of Rhino provided with JDK6 has had security work done on it , but doesn't include the compiler .	P V P A N , L V P V O P D A N P D O V V V , P V P V N , L V P V ^ , D N N V A N P V A N N , , ^ N V V O P V V P D N N , P N N , O V V A P V D A ^ N N , & O V R A , R , O V P V D ^ O V D N , N , O V N T P D N P ^ V P ^ V V N N V P O , & V V D N ,
To guard against infinite loops , you can observe the instruction count as the script runs ( this works only with interpreted scripts , not with compiled ones ) . There is this example in the Rhino JavaDocs to prevent a script from running for more than ten seconds :	P V P A N , O V V D N N P D N V , O V A P V N , R P V N , , X V D N P D ^ ^ P V D N P V P A P $ N ,
To block Java class and method access have a look at ... http://codeutopia.net/blog/2009/01/02/sandboxing-rhino-in-java /	P V ^ N & N N V D V P , U ,
I just ran across this blog post that seems to be useful for sandboxing more or less anything ( not just Rhino ): http://calumleslie.blogspot.com/2008/06/simple-jvm-sandboxing.html	O R V P D N N O V P V A P V A & A N , R R ^ , U
