Fri Aug 28 2015 20:59:24 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Fri Aug 28 2015 21:07:59 GMT+0800 (China Standard Time),,s26w6,focus,
Fri Aug 28 2015 21:07:59 GMT+0800 (China Standard Time),,s26w7,focus,
Fri Aug 28 2015 21:08:00 GMT+0800 (China Standard Time),,s26w8,focus,
Fri Aug 28 2015 21:08:00 GMT+0800 (China Standard Time),,s26w9,focus,
Fri Aug 28 2015 21:08:00 GMT+0800 (China Standard Time),,s26w10,focus,
Fri Aug 28 2015 21:08:00 GMT+0800 (China Standard Time),,s26w11,focus,
Fri Aug 28 2015 21:08:01 GMT+0800 (China Standard Time),,s26w12,focus,
Fri Aug 28 2015 21:08:01 GMT+0800 (China Standard Time),,s26w13,focus,
Fri Aug 28 2015 21:08:01 GMT+0800 (China Standard Time),,s26w14,focus,
Fri Aug 28 2015 21:08:01 GMT+0800 (China Standard Time),,s26w15,focus,
Fri Aug 28 2015 21:08:02 GMT+0800 (China Standard Time),,s26w16,focus,
Fri Aug 28 2015 21:08:03 GMT+0800 (China Standard Time),,s26w17,focus,
Fri Aug 28 2015 21:08:05 GMT+0800 (China Standard Time),,s26w17,label,"N"
Fri Aug 28 2015 21:08:08 GMT+0800 (China Standard Time),,s26w17,label,"A"
Fri Aug 28 2015 21:08:09 GMT+0800 (China Standard Time),,s26w18,focus,
Fri Aug 28 2015 21:08:09 GMT+0800 (China Standard Time),,s26w18,label,"A"
Fri Aug 28 2015 21:08:10 GMT+0800 (China Standard Time),,s26w19,focus,
Fri Aug 28 2015 21:08:15 GMT+0800 (China Standard Time),,s26w18,focus,
Fri Aug 28 2015 21:08:15 GMT+0800 (China Standard Time),,s26w18,focus,
Fri Aug 28 2015 21:08:16 GMT+0800 (China Standard Time),,s26w18,label,"N"
Fri Aug 28 2015 21:08:16 GMT+0800 (China Standard Time),,s26w19,focus,
Fri Aug 28 2015 21:08:17 GMT+0800 (China Standard Time),,s26w20,focus,
Fri Aug 28 2015 21:08:18 GMT+0800 (China Standard Time),,s26w21,focus,
Fri Aug 28 2015 21:08:20 GMT+0800 (China Standard Time),,s26w21,label,"$"
Fri Aug 28 2015 21:08:21 GMT+0800 (China Standard Time),,s26w22,focus,
Fri Aug 28 2015 21:08:26 GMT+0800 (China Standard Time),,s26w23,focus,
Fri Aug 28 2015 21:08:26 GMT+0800 (China Standard Time),,s26w24,focus,
Fri Aug 28 2015 21:08:27 GMT+0800 (China Standard Time),,s26w25,focus,
Fri Aug 28 2015 21:08:28 GMT+0800 (China Standard Time),,s26w26,focus,
Fri Aug 28 2015 21:08:28 GMT+0800 (China Standard Time),,s26w27,focus,
Fri Aug 28 2015 21:08:28 GMT+0800 (China Standard Time),,s26w28,focus,
Fri Aug 28 2015 21:08:29 GMT+0800 (China Standard Time),,s26w29,focus,
Fri Aug 28 2015 21:08:29 GMT+0800 (China Standard Time),,s26w30,focus,
Fri Aug 28 2015 21:08:29 GMT+0800 (China Standard Time),,s26w31,focus,
Fri Aug 28 2015 21:08:30 GMT+0800 (China Standard Time),,s26w32,focus,
Fri Aug 28 2015 21:08:30 GMT+0800 (China Standard Time),,s26w33,focus,
Fri Aug 28 2015 21:08:30 GMT+0800 (China Standard Time),,s26w34,focus,
Fri Aug 28 2015 21:08:31 GMT+0800 (China Standard Time),,s26w35,focus,
Fri Aug 28 2015 21:08:31 GMT+0800 (China Standard Time),,s26w36,focus,
Fri Aug 28 2015 21:08:33 GMT+0800 (China Standard Time),,s26w34,focus,
Fri Aug 28 2015 21:08:33 GMT+0800 (China Standard Time),,s26w34,focus,
Fri Aug 28 2015 21:08:35 GMT+0800 (China Standard Time),,s26w34,label,"$"
Fri Aug 28 2015 21:08:36 GMT+0800 (China Standard Time),,s26w35,focus,
Fri Aug 28 2015 21:08:36 GMT+0800 (China Standard Time),,s26w36,focus,
Fri Aug 28 2015 21:08:36 GMT+0800 (China Standard Time),,s26w37,focus,
Fri Aug 28 2015 21:08:37 GMT+0800 (China Standard Time),,s26w38,focus,
Fri Aug 28 2015 21:08:37 GMT+0800 (China Standard Time),,s26w39,focus,
Fri Aug 28 2015 21:08:37 GMT+0800 (China Standard Time),,s26w40,focus,
Fri Aug 28 2015 21:08:38 GMT+0800 (China Standard Time),,s26w41,focus,
Fri Aug 28 2015 21:08:38 GMT+0800 (China Standard Time),,s26w42,focus,
Fri Aug 28 2015 21:08:38 GMT+0800 (China Standard Time),,s26w43,focus,
Fri Aug 28 2015 21:08:39 GMT+0800 (China Standard Time),,s26w44,focus,
Fri Aug 28 2015 21:08:39 GMT+0800 (China Standard Time),,s26w45,focus,
Fri Aug 28 2015 21:08:39 GMT+0800 (China Standard Time),,s26w46,focus,
Fri Aug 28 2015 21:08:39 GMT+0800 (China Standard Time),,s26w47,focus,
Fri Aug 28 2015 21:08:40 GMT+0800 (China Standard Time),,s26w48,focus,
Fri Aug 28 2015 21:08:41 GMT+0800 (China Standard Time),,s26w48,label,"N"
Fri Aug 28 2015 21:08:41 GMT+0800 (China Standard Time),,s26w49,focus,
Fri Aug 28 2015 21:08:42 GMT+0800 (China Standard Time),,s26w50,focus,
Fri Aug 28 2015 21:08:42 GMT+0800 (China Standard Time),,s26w51,focus,
Fri Aug 28 2015 21:08:42 GMT+0800 (China Standard Time),,s26w52,focus,
Fri Aug 28 2015 21:08:42 GMT+0800 (China Standard Time),,s26w53,focus,
Fri Aug 28 2015 21:08:43 GMT+0800 (China Standard Time),,s26w54,focus,
Fri Aug 28 2015 21:08:43 GMT+0800 (China Standard Time),,s26w55,focus,
Fri Aug 28 2015 21:08:43 GMT+0800 (China Standard Time),,s26w56,focus,
Fri Aug 28 2015 21:08:44 GMT+0800 (China Standard Time),,s26w57,focus,
Fri Aug 28 2015 21:08:44 GMT+0800 (China Standard Time),,s26w58,focus,
Fri Aug 28 2015 21:08:44 GMT+0800 (China Standard Time),,s26w59,focus,
Fri Aug 28 2015 21:08:44 GMT+0800 (China Standard Time),,s26w60,focus,
Fri Aug 28 2015 21:08:45 GMT+0800 (China Standard Time),,s26w61,focus,
Fri Aug 28 2015 21:08:45 GMT+0800 (China Standard Time),,s26w62,focus,
Fri Aug 28 2015 21:08:45 GMT+0800 (China Standard Time),,s26w63,focus,
Fri Aug 28 2015 21:08:46 GMT+0800 (China Standard Time),,s26w64,focus,
Fri Aug 28 2015 21:08:46 GMT+0800 (China Standard Time),,s26w65,focus,
Fri Aug 28 2015 21:08:47 GMT+0800 (China Standard Time),,s26w66,focus,
Fri Aug 28 2015 21:08:48 GMT+0800 (China Standard Time),,s26w67,focus,
Fri Aug 28 2015 21:08:48 GMT+0800 (China Standard Time),,s26w68,focus,
Fri Aug 28 2015 21:08:48 GMT+0800 (China Standard Time),,s26w69,focus,
Fri Aug 28 2015 21:08:49 GMT+0800 (China Standard Time),,s26w70,focus,
Fri Aug 28 2015 21:08:50 GMT+0800 (China Standard Time),,s26w71,focus,
Fri Aug 28 2015 21:08:51 GMT+0800 (China Standard Time),,s26w72,focus,
Fri Aug 28 2015 21:08:51 GMT+0800 (China Standard Time),,s26w73,focus,
Fri Aug 28 2015 21:08:51 GMT+0800 (China Standard Time),,s26w74,focus,
Fri Aug 28 2015 21:08:51 GMT+0800 (China Standard Time),,s26w75,focus,
Fri Aug 28 2015 21:08:52 GMT+0800 (China Standard Time),,s26w76,focus,
Fri Aug 28 2015 21:08:53 GMT+0800 (China Standard Time),,s26w77,focus,
Fri Aug 28 2015 21:08:54 GMT+0800 (China Standard Time),,s26w78,focus,
Fri Aug 28 2015 21:08:54 GMT+0800 (China Standard Time),,s26w79,focus,
Fri Aug 28 2015 21:08:55 GMT+0800 (China Standard Time),,s26w80,focus,
Fri Aug 28 2015 21:08:56 GMT+0800 (China Standard Time),,s26w81,focus,
Fri Aug 28 2015 21:08:56 GMT+0800 (China Standard Time),,s26w82,focus,
Fri Aug 28 2015 21:08:57 GMT+0800 (China Standard Time),,s26w83,focus,
Fri Aug 28 2015 21:08:57 GMT+0800 (China Standard Time),,s26w84,focus,
Fri Aug 28 2015 21:08:58 GMT+0800 (China Standard Time),,s26w84,label,"^"
Fri Aug 28 2015 21:09:00 GMT+0800 (China Standard Time),,s26w85,focus,
Fri Aug 28 2015 21:09:00 GMT+0800 (China Standard Time),,s26w86,focus,
Fri Aug 28 2015 21:09:00 GMT+0800 (China Standard Time),,s26w87,focus,
Fri Aug 28 2015 21:09:01 GMT+0800 (China Standard Time),,s26w88,focus,
Fri Aug 28 2015 21:09:01 GMT+0800 (China Standard Time),,s26w89,focus,
Fri Aug 28 2015 21:09:02 GMT+0800 (China Standard Time),,s26w90,focus,
Fri Aug 28 2015 21:09:02 GMT+0800 (China Standard Time),,s26w91,focus,
Fri Aug 28 2015 21:09:02 GMT+0800 (China Standard Time),,s26w92,focus,
Fri Aug 28 2015 21:09:03 GMT+0800 (China Standard Time),,s26w93,focus,
Fri Aug 28 2015 21:09:03 GMT+0800 (China Standard Time),,s26w94,focus,
Fri Aug 28 2015 21:09:03 GMT+0800 (China Standard Time),,s26w95,focus,
Fri Aug 28 2015 21:09:04 GMT+0800 (China Standard Time),,s26w96,focus,
Fri Aug 28 2015 21:09:04 GMT+0800 (China Standard Time),,s26w97,focus,
Fri Aug 28 2015 21:09:05 GMT+0800 (China Standard Time),,s26w98,focus,
Fri Aug 28 2015 21:09:05 GMT+0800 (China Standard Time),,s26w99,focus,
Fri Aug 28 2015 21:09:06 GMT+0800 (China Standard Time),,s26w100,focus,
Fri Aug 28 2015 21:09:06 GMT+0800 (China Standard Time),,s26w101,focus,
Fri Aug 28 2015 21:09:07 GMT+0800 (China Standard Time),,s26w102,focus,
Fri Aug 28 2015 21:09:07 GMT+0800 (China Standard Time),,s26w103,focus,
Fri Aug 28 2015 21:09:08 GMT+0800 (China Standard Time),,s26w104,focus,
Fri Aug 28 2015 21:09:10 GMT+0800 (China Standard Time),,s26w105,focus,
Fri Aug 28 2015 21:09:13 GMT+0800 (China Standard Time),,s26w105,label,"^"
Fri Aug 28 2015 21:09:13 GMT+0800 (China Standard Time),,s26w106,focus,
Fri Aug 28 2015 21:09:14 GMT+0800 (China Standard Time),,s26w107,focus,
Fri Aug 28 2015 21:09:14 GMT+0800 (China Standard Time),,s26w108,focus,
Fri Aug 28 2015 21:09:15 GMT+0800 (China Standard Time),,s26w109,focus,
Fri Aug 28 2015 21:09:15 GMT+0800 (China Standard Time),,s26w110,focus,
Fri Aug 28 2015 21:09:16 GMT+0800 (China Standard Time),,s26w111,focus,
Fri Aug 28 2015 21:09:16 GMT+0800 (China Standard Time),,s26w112,focus,
Fri Aug 28 2015 21:09:16 GMT+0800 (China Standard Time),,s26w113,focus,
Fri Aug 28 2015 21:09:16 GMT+0800 (China Standard Time),,s26w114,focus,
Fri Aug 28 2015 21:09:16 GMT+0800 (China Standard Time),,s26w115,focus,
Fri Aug 28 2015 21:09:17 GMT+0800 (China Standard Time),,s26w116,focus,
Fri Aug 28 2015 21:09:17 GMT+0800 (China Standard Time),,s26w117,focus,
Fri Aug 28 2015 21:09:17 GMT+0800 (China Standard Time),,s26w118,focus,
Fri Aug 28 2015 21:09:17 GMT+0800 (China Standard Time),,s26w119,focus,
Fri Aug 28 2015 21:09:18 GMT+0800 (China Standard Time),,s26w120,focus,
Fri Aug 28 2015 21:09:18 GMT+0800 (China Standard Time),,s26w121,focus,
Fri Aug 28 2015 21:09:18 GMT+0800 (China Standard Time),,s26w122,focus,
Fri Aug 28 2015 21:09:18 GMT+0800 (China Standard Time),,s26w123,focus,
Fri Aug 28 2015 21:09:19 GMT+0800 (China Standard Time),,s26w124,focus,
Fri Aug 28 2015 21:09:19 GMT+0800 (China Standard Time),,s26w125,focus,
Fri Aug 28 2015 21:09:19 GMT+0800 (China Standard Time),,s26w126,focus,
Fri Aug 28 2015 21:09:19 GMT+0800 (China Standard Time),,s27w1,focus,
Fri Aug 28 2015 21:09:20 GMT+0800 (China Standard Time),,s27w2,focus,
Fri Aug 28 2015 21:09:20 GMT+0800 (China Standard Time),,s27w3,focus,
Fri Aug 28 2015 21:09:20 GMT+0800 (China Standard Time),,s27w4,focus,
Fri Aug 28 2015 21:09:21 GMT+0800 (China Standard Time),,s27w5,focus,
Fri Aug 28 2015 21:09:21 GMT+0800 (China Standard Time),,s27w6,focus,
Fri Aug 28 2015 21:09:21 GMT+0800 (China Standard Time),,s27w7,focus,
Fri Aug 28 2015 21:09:22 GMT+0800 (China Standard Time),,s27w8,focus,
Fri Aug 28 2015 21:09:22 GMT+0800 (China Standard Time),,s27w9,focus,
Fri Aug 28 2015 21:09:24 GMT+0800 (China Standard Time),,s27w10,focus,
Fri Aug 28 2015 21:09:24 GMT+0800 (China Standard Time),,s27w11,focus,
Fri Aug 28 2015 21:09:24 GMT+0800 (China Standard Time),,s27w12,focus,
Fri Aug 28 2015 21:09:24 GMT+0800 (China Standard Time),,s27w13,focus,
Fri Aug 28 2015 21:09:25 GMT+0800 (China Standard Time),,s27w14,focus,
Fri Aug 28 2015 21:09:26 GMT+0800 (China Standard Time),,s27w15,focus,
Fri Aug 28 2015 21:09:26 GMT+0800 (China Standard Time),,s27w16,focus,
Fri Aug 28 2015 21:09:26 GMT+0800 (China Standard Time),,s27w17,focus,
Fri Aug 28 2015 21:09:27 GMT+0800 (China Standard Time),,s27w18,focus,
Fri Aug 28 2015 21:09:27 GMT+0800 (China Standard Time),,s27w19,focus,
Fri Aug 28 2015 21:09:27 GMT+0800 (China Standard Time),,s27w20,focus,
Fri Aug 28 2015 21:09:27 GMT+0800 (China Standard Time),,s27w21,focus,
Fri Aug 28 2015 21:09:28 GMT+0800 (China Standard Time),,s27w22,focus,
Fri Aug 28 2015 21:09:28 GMT+0800 (China Standard Time),,s27w23,focus,
Fri Aug 28 2015 21:09:28 GMT+0800 (China Standard Time),,s27w24,focus,
Fri Aug 28 2015 21:09:28 GMT+0800 (China Standard Time),,s27w25,focus,
Fri Aug 28 2015 21:09:29 GMT+0800 (China Standard Time),,s27w26,focus,
Fri Aug 28 2015 21:09:29 GMT+0800 (China Standard Time),,s27w27,focus,
Fri Aug 28 2015 21:09:29 GMT+0800 (China Standard Time),,s28w1,focus,
Fri Aug 28 2015 21:09:30 GMT+0800 (China Standard Time),,s28w2,focus,
Fri Aug 28 2015 21:09:30 GMT+0800 (China Standard Time),,s28w3,focus,
Fri Aug 28 2015 21:09:30 GMT+0800 (China Standard Time),,s28w4,focus,
Fri Aug 28 2015 21:09:30 GMT+0800 (China Standard Time),,s28w5,focus,
Fri Aug 28 2015 21:09:31 GMT+0800 (China Standard Time),,s28w6,focus,
Fri Aug 28 2015 21:09:31 GMT+0800 (China Standard Time),,s28w7,focus,
Fri Aug 28 2015 21:09:31 GMT+0800 (China Standard Time),,s28w8,focus,
Fri Aug 28 2015 21:09:32 GMT+0800 (China Standard Time),,s28w9,focus,
Fri Aug 28 2015 21:09:32 GMT+0800 (China Standard Time),,s28w10,focus,
Fri Aug 28 2015 21:09:32 GMT+0800 (China Standard Time),,s28w11,focus,
Fri Aug 28 2015 21:09:32 GMT+0800 (China Standard Time),,s28w12,focus,
Fri Aug 28 2015 21:09:33 GMT+0800 (China Standard Time),,s28w13,focus,
Fri Aug 28 2015 21:09:33 GMT+0800 (China Standard Time),,s28w14,focus,
Fri Aug 28 2015 21:09:34 GMT+0800 (China Standard Time),,s28w15,focus,
Fri Aug 28 2015 21:09:34 GMT+0800 (China Standard Time),,s28w16,focus,
Fri Aug 28 2015 21:09:34 GMT+0800 (China Standard Time),,s28w17,focus,
Fri Aug 28 2015 21:09:36 GMT+0800 (China Standard Time),,s28w18,focus,
Fri Aug 28 2015 21:09:36 GMT+0800 (China Standard Time),,s28w19,focus,
Fri Aug 28 2015 21:09:38 GMT+0800 (China Standard Time),,s28w19,label,"U"
Fri Aug 28 2015 21:09:38 GMT+0800 (China Standard Time),,s29w1,focus,
Fri Aug 28 2015 21:09:40 GMT+0800 (China Standard Time),,s29w2,focus,
Fri Aug 28 2015 21:09:40 GMT+0800 (China Standard Time),,s29w3,focus,
Fri Aug 28 2015 21:09:41 GMT+0800 (China Standard Time),,s29w4,focus,
Fri Aug 28 2015 21:09:41 GMT+0800 (China Standard Time),,s29w5,focus,
Fri Aug 28 2015 21:09:43 GMT+0800 (China Standard Time),,s29w4,focus,
Fri Aug 28 2015 21:09:44 GMT+0800 (China Standard Time),,s29w4,focus,
Fri Aug 28 2015 21:09:44 GMT+0800 (China Standard Time),,s29w4,label,"^"
Fri Aug 28 2015 21:09:45 GMT+0800 (China Standard Time),,s29w5,focus,
Fri Aug 28 2015 21:09:45 GMT+0800 (China Standard Time),,s29w6,focus,
Fri Aug 28 2015 21:09:45 GMT+0800 (China Standard Time),,s29w7,focus,
Fri Aug 28 2015 21:09:46 GMT+0800 (China Standard Time),,s29w8,focus,
Fri Aug 28 2015 21:09:46 GMT+0800 (China Standard Time),,s29w9,focus,
Fri Aug 28 2015 21:09:46 GMT+0800 (China Standard Time),,s29w10,focus,
Fri Aug 28 2015 21:09:46 GMT+0800 (China Standard Time),,s29w11,focus,
Fri Aug 28 2015 21:09:47 GMT+0800 (China Standard Time),,s29w12,focus,
Fri Aug 28 2015 21:09:47 GMT+0800 (China Standard Time),,s29w13,focus,
Fri Aug 28 2015 21:09:47 GMT+0800 (China Standard Time),,s29w14,focus,
Fri Aug 28 2015 21:09:47 GMT+0800 (China Standard Time),,s29w15,focus,
Fri Aug 28 2015 21:09:48 GMT+0800 (China Standard Time),,s29w16,focus,
Fri Aug 28 2015 21:09:48 GMT+0800 (China Standard Time),,s29w17,focus,
Fri Aug 28 2015 21:09:48 GMT+0800 (China Standard Time),,s29w18,focus,
Fri Aug 28 2015 21:09:48 GMT+0800 (China Standard Time),,s29w19,focus,
Fri Aug 28 2015 21:09:49 GMT+0800 (China Standard Time),,s29w20,focus,
Fri Aug 28 2015 21:09:49 GMT+0800 (China Standard Time),,s29w21,focus,
Fri Aug 28 2015 21:09:49 GMT+0800 (China Standard Time),,s30w1,focus,
Fri Aug 28 2015 21:09:50 GMT+0800 (China Standard Time),,s30w2,focus,
Fri Aug 28 2015 21:09:50 GMT+0800 (China Standard Time),,s30w3,focus,
Fri Aug 28 2015 21:09:50 GMT+0800 (China Standard Time),,s30w4,focus,
Fri Aug 28 2015 21:09:51 GMT+0800 (China Standard Time),,s30w5,focus,
Fri Aug 28 2015 21:09:51 GMT+0800 (China Standard Time),,s30w6,focus,
Fri Aug 28 2015 21:09:52 GMT+0800 (China Standard Time),,s30w7,focus,
Fri Aug 28 2015 21:09:52 GMT+0800 (China Standard Time),,s30w8,focus,
Fri Aug 28 2015 21:09:52 GMT+0800 (China Standard Time),,s30w9,focus,
Fri Aug 28 2015 21:09:53 GMT+0800 (China Standard Time),,s30w10,focus,
Fri Aug 28 2015 21:09:53 GMT+0800 (China Standard Time),,s30w11,focus,
Fri Aug 28 2015 21:09:53 GMT+0800 (China Standard Time),,s30w12,focus,
Fri Aug 28 2015 21:09:54 GMT+0800 (China Standard Time),,s30w13,focus,
Fri Aug 28 2015 21:09:55 GMT+0800 (China Standard Time),,s30w14,focus,
Fri Aug 28 2015 21:09:56 GMT+0800 (China Standard Time),,s30w14,label,"U"
Fri Aug 28 2015 21:09:56 GMT+0800 (China Standard Time),,s30w15,focus,
Fri Aug 28 2015 21:10:01 GMT+0800 (China Standard Time),,s30w15,label,"G"
Fri Aug 28 2015 21:10:01 GMT+0800 (China Standard Time),,s30w16,focus,
Fri Aug 28 2015 21:10:02 GMT+0800 (China Standard Time),,s30w16,label,"G"
Fri Aug 28 2015 21:10:02 GMT+0800 (China Standard Time),,s30w17,focus,
Fri Aug 28 2015 21:10:03 GMT+0800 (China Standard Time),,s30w17,label,"G"
Fri Aug 28 2015 21:10:03 GMT+0800 (China Standard Time),,s30w18,focus,
Fri Aug 28 2015 21:10:05 GMT+0800 (China Standard Time),,s30w18,label,","
Fri Aug 28 2015 21:10:05 GMT+0800 (China Standard Time),,s30w19,focus,
Fri Aug 28 2015 21:10:07 GMT+0800 (China Standard Time),,s30w20,focus,
Fri Aug 28 2015 21:10:08 GMT+0800 (China Standard Time),,s30w21,focus,
Fri Aug 28 2015 21:10:09 GMT+0800 (China Standard Time),,s30w22,focus,
Fri Aug 28 2015 21:10:09 GMT+0800 (China Standard Time),,s30w23,focus,
Fri Aug 28 2015 21:10:09 GMT+0800 (China Standard Time),,s30w24,focus,
Fri Aug 28 2015 21:10:10 GMT+0800 (China Standard Time),,s30w25,focus,
Fri Aug 28 2015 21:10:13 GMT+0800 (China Standard Time),,s30w24,focus,
Fri Aug 28 2015 21:10:13 GMT+0800 (China Standard Time),,s30w24,focus,
Fri Aug 28 2015 21:10:15 GMT+0800 (China Standard Time),,s30w24,label,"^"
Fri Aug 28 2015 21:10:16 GMT+0800 (China Standard Time),,s30w25,focus,
Fri Aug 28 2015 21:10:16 GMT+0800 (China Standard Time),,s30w26,focus,
Fri Aug 28 2015 21:10:17 GMT+0800 (China Standard Time),,s30w27,focus,
Fri Aug 28 2015 21:10:17 GMT+0800 (China Standard Time),,s30w28,focus,
Fri Aug 28 2015 21:10:18 GMT+0800 (China Standard Time),,s30w29,focus,
Fri Aug 28 2015 21:10:18 GMT+0800 (China Standard Time),,s30w30,focus,
Fri Aug 28 2015 21:10:21 GMT+0800 (China Standard Time),,s30w29,focus,
Fri Aug 28 2015 21:10:21 GMT+0800 (China Standard Time),,s30w29,focus,
Fri Aug 28 2015 21:10:22 GMT+0800 (China Standard Time),,s30w29,label,"$"
Fri Aug 28 2015 21:10:23 GMT+0800 (China Standard Time),,s30w30,focus,
Fri Aug 28 2015 21:10:24 GMT+0800 (China Standard Time),,s30w31,focus,
Fri Aug 28 2015 21:10:24 GMT+0800 (China Standard Time),,s30w32,focus,
Fri Aug 28 2015 21:10:28 GMT+0800 (China Standard Time),,s30w33,focus,
Fri Aug 28 2015 21:10:29 GMT+0800 (China Standard Time),,s30w34,focus,
Fri Aug 28 2015 21:10:29 GMT+0800 (China Standard Time),,s30w35,focus,
Fri Aug 28 2015 21:10:30 GMT+0800 (China Standard Time),,s30w36,focus,
Fri Aug 28 2015 21:10:30 GMT+0800 (China Standard Time),,s30w37,focus,
Fri Aug 28 2015 21:10:31 GMT+0800 (China Standard Time),,s30w38,focus,
Fri Aug 28 2015 21:10:31 GMT+0800 (China Standard Time),,s30w39,focus,
Fri Aug 28 2015 21:10:31 GMT+0800 (China Standard Time),,s30w40,focus,
Fri Aug 28 2015 21:10:32 GMT+0800 (China Standard Time),,s30w41,focus,
Fri Aug 28 2015 21:10:32 GMT+0800 (China Standard Time),,s30w42,focus,
Fri Aug 28 2015 21:10:32 GMT+0800 (China Standard Time),,s30w43,focus,
Fri Aug 28 2015 21:10:34 GMT+0800 (China Standard Time),,s30w44,focus,
Fri Aug 28 2015 21:10:35 GMT+0800 (China Standard Time),,s30w45,focus,
Fri Aug 28 2015 21:10:36 GMT+0800 (China Standard Time),,s30w45,label,","
Fri Aug 28 2015 21:10:45 GMT+0800 (China Standard Time),,s30w46,focus,
Fri Aug 28 2015 21:10:47 GMT+0800 (China Standard Time),,s30w44,focus,
Fri Aug 28 2015 21:10:47 GMT+0800 (China Standard Time),,s30w44,focus,
Fri Aug 28 2015 21:10:48 GMT+0800 (China Standard Time),,s30w44,label,"^"
Fri Aug 28 2015 21:10:50 GMT+0800 (China Standard Time),,s30w45,focus,
Fri Aug 28 2015 21:10:52 GMT+0800 (China Standard Time),,s30w46,focus,
Fri Aug 28 2015 21:10:52 GMT+0800 (China Standard Time),,s30w47,focus,
Fri Aug 28 2015 21:10:52 GMT+0800 (China Standard Time),,s30w48,focus,
Fri Aug 28 2015 21:10:53 GMT+0800 (China Standard Time),,s30w49,focus,
Fri Aug 28 2015 21:10:53 GMT+0800 (China Standard Time),,s30w50,focus,
Fri Aug 28 2015 21:10:53 GMT+0800 (China Standard Time),,s30w51,focus,
Fri Aug 28 2015 21:10:54 GMT+0800 (China Standard Time),,s30w52,focus,
Fri Aug 28 2015 21:10:54 GMT+0800 (China Standard Time),,s30w53,focus,
Fri Aug 28 2015 21:10:54 GMT+0800 (China Standard Time),,s30w54,focus,
Fri Aug 28 2015 21:10:54 GMT+0800 (China Standard Time),,s30w55,focus,
Fri Aug 28 2015 21:10:55 GMT+0800 (China Standard Time),,s30w56,focus,
Fri Aug 28 2015 21:10:55 GMT+0800 (China Standard Time),,s30w57,focus,
Fri Aug 28 2015 21:10:55 GMT+0800 (China Standard Time),,s30w58,focus,
Fri Aug 28 2015 21:10:55 GMT+0800 (China Standard Time),,s30w59,focus,
Fri Aug 28 2015 21:10:56 GMT+0800 (China Standard Time),,s30w60,focus,
Fri Aug 28 2015 21:10:56 GMT+0800 (China Standard Time),,s30w61,focus,
Fri Aug 28 2015 21:11:00 GMT+0800 (China Standard Time),,s30w61,label,"^"
Fri Aug 28 2015 21:11:00 GMT+0800 (China Standard Time),,s30w62,focus,
Fri Aug 28 2015 21:11:00 GMT+0800 (China Standard Time),,s30w63,focus,
Fri Aug 28 2015 21:11:01 GMT+0800 (China Standard Time),,s30w64,focus,
Fri Aug 28 2015 21:11:01 GMT+0800 (China Standard Time),,s31w1,focus,
Fri Aug 28 2015 21:11:02 GMT+0800 (China Standard Time),,s31w2,focus,
Fri Aug 28 2015 21:11:02 GMT+0800 (China Standard Time),,s31w3,focus,
Fri Aug 28 2015 21:11:05 GMT+0800 (China Standard Time),,s31w4,focus,
Fri Aug 28 2015 21:11:05 GMT+0800 (China Standard Time),,s31w5,focus,
Fri Aug 28 2015 21:11:06 GMT+0800 (China Standard Time),,s31w6,focus,
Fri Aug 28 2015 21:11:06 GMT+0800 (China Standard Time),,s31w7,focus,
Fri Aug 28 2015 21:11:06 GMT+0800 (China Standard Time),,s31w8,focus,
Fri Aug 28 2015 21:11:06 GMT+0800 (China Standard Time),,s31w9,focus,
Fri Aug 28 2015 21:11:07 GMT+0800 (China Standard Time),,s31w10,focus,
Fri Aug 28 2015 21:11:07 GMT+0800 (China Standard Time),,s31w11,focus,
Fri Aug 28 2015 21:11:07 GMT+0800 (China Standard Time),,s31w12,focus,
Fri Aug 28 2015 21:11:07 GMT+0800 (China Standard Time),,s31w13,focus,
Fri Aug 28 2015 21:11:08 GMT+0800 (China Standard Time),,s31w14,focus,
Fri Aug 28 2015 21:11:09 GMT+0800 (China Standard Time),,s31w15,focus,
Fri Aug 28 2015 21:11:10 GMT+0800 (China Standard Time),,s31w16,focus,
Fri Aug 28 2015 21:11:10 GMT+0800 (China Standard Time),,s31w17,focus,
Fri Aug 28 2015 21:11:10 GMT+0800 (China Standard Time),,s31w18,focus,
Fri Aug 28 2015 21:11:10 GMT+0800 (China Standard Time),,s31w19,focus,
Fri Aug 28 2015 21:11:11 GMT+0800 (China Standard Time),,s31w20,focus,
Fri Aug 28 2015 21:11:11 GMT+0800 (China Standard Time),,s31w21,focus,
Fri Aug 28 2015 21:11:11 GMT+0800 (China Standard Time),,s31w22,focus,
Fri Aug 28 2015 21:11:11 GMT+0800 (China Standard Time),,s31w23,focus,
Fri Aug 28 2015 21:11:12 GMT+0800 (China Standard Time),,s31w24,focus,
Fri Aug 28 2015 21:11:13 GMT+0800 (China Standard Time),,s31w24,label,"^"
Fri Aug 28 2015 21:11:13 GMT+0800 (China Standard Time),,s31w25,focus,
Fri Aug 28 2015 21:11:14 GMT+0800 (China Standard Time),,s31w26,focus,
Fri Aug 28 2015 21:11:14 GMT+0800 (China Standard Time),,s31w27,focus,
Fri Aug 28 2015 21:11:14 GMT+0800 (China Standard Time),,s31w28,focus,
Fri Aug 28 2015 21:11:15 GMT+0800 (China Standard Time),,s31w29,focus,
